ano_campeonato,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,penalti,gols_penalti_mandante,gols_penalti_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,resultado,pontos_mandante,pontos_visitante,mandante_venceu,visitante_venceu,empate_flag
2020,2020-12-02,14:30:00,1ª Eliminatória,Jogo Único,Estádio Paulo Barreto de Menezes,,720,8000.0,Lagarto,Volta Redonda,,,,,,,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-02,15:30:00,1ª Eliminatória,Jogo Único,Estádio Doutor Adhemar de Barros,,1398,20950.0,Ferroviária,Avaí FC,Sérgio Soares,Augusto Inácio,1730000.0,7250000.0,29.6,28.3,2,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-02,18:15:00,1ª Eliminatória,Jogo Único,Estádio do Vale,,364,15178.0,Novo Hamburgo,Ponte Preta,,,650000.0,3750000.0,29.2,27.0,1,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-02,19:30:00,1ª Eliminatória,Jogo Único,Estádio Vianão,,1300,1735.0,Afogados,Atl. Acreano,,,,,,,3,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-02,20:30:00,1ª Eliminatória,Jogo Único,Estádio Elcyr Resende de Mendonça,,1579,6000.0,Boavista,Chapecoense,Paulo Bonamigo,Umberto Louzer,3050000.0,3580000.0,28.8,25.7,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-02,20:30:00,1ª Eliminatória,Jogo Único,Estádio Flamarion Vasconcelos,,4353,10000.0,São Raimundo-RR,Cruzeiro,,,,,,,2,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-04-03,18:15:00,2ª Eliminatória,Jogo Único,Estádio Jornalista Mário Filho,,12619,82238.0,Fluminense,Botafogo-PB,Odair Hellmann,Evaristo Piza,25800000.0,50000.0,28.3,31.1,2,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-04-03,18:15:00,2ª Eliminatória,Jogo Único,Estádio Bruno José Daniel,,2099,15157.0,Santo André,Goiás,Paulo Roberto Santos,Ney Franco,1380000.0,11530000.0,30.2,27.7,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-04-03,19:30:00,2ª Eliminatória,Jogo Único,Estádio Bento Mendes de Freitas,,4840,21000.0,Brasil Pelotas,Manaus FC,Gustavo Papa,Welington Fajardo,2630000.0,150000.0,31.1,29.5,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-04-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Municipal Prefeito Dilzon Luiz de Melo,,5554,15471.0,Boa Esporte,Cruzeiro,Nedo Xavier,Adilson Batista,400000.0,8500000.0,27.0,26.4,1,1,,,1,4.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-04-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Antonio Accioly,,4887,13000.0,Atlético-GO,Santa Cruz,Eduardo Souza,Itamar Schulle,8000000.0,350000.0,26.5,27.4,1,1,,,1,4.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,18:15:00,2ª Eliminatória,Jogo Único,Estádio Manoel Barradas,,0,35632.0,EC Vitória,Lagarto,,,,,,,3,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-05-03,19:01:00,2ª Eliminatória,Jogo Único,Estádio Germano Kruger,,4712,10632.0,Operário-PR,América-MG,Gerson Gusmão,Lisca,1930000.0,2600000.0,27.5,26.3,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-05-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Jornalista Mário Filho,,31839,82584.0,Vasco da Gama,ABC FC,Abel Braga,Francisco Diá,19100000.0,275000.0,27.8,27.5,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-05-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Salvador Venâncio da Costa,,2360,3000.0,Vitória-ES,Figueirense FC,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-05-03,18:15:00,2ª Eliminatória,Jogo Único,Estádio Leônidas Sodré de Castro,,10963,16200.0,Paysandu,CRB,Hélio dos Anjos,Marcelo Cabo,200000.0,3400000.0,29.6,27.5,1,1,,,1,3.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Eládio de Barros Carvalho,,10717,19800.0,Náutico,Botafogo,Gilmar Pozzo,Paulo Autuori,2100000.0,13000000.0,26.4,26.6,1,1,,,1,3.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,20:30:00,2ª Eliminatória,Jogo Único,Arena Barueri,,579,32500.0,Oeste,Ceará SC,Renan Freitas,Enderson Moreira,1300000.0,9050000.0,26.1,29.7,1,1,,,1,2.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Augusto Bauer,,0,5000.0,Brusque,Remo,,,,,,,5,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-05-03,15:30:00,2ª Eliminatória,Jogo Único,Estádio Barão da Serra Negra,,2303,4000.0,XV Piracicaba,Juventude,Tarcísio Pugliese,Marquinhos Santos,400000.0,3300000.0,30.0,30.5,1,1,,,1,7.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,18:15:00,2ª Eliminatória,Jogo Único,Estádio Durival Britto e Silva,,6277,20083.0,Paraná,AD Bahia-BA,,,,,,,3,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-05-03,19:30:00,2ª Eliminatória,Jogo Único,Estádio Governador Alberto Tavares Silva,,2439,44200.0,River-PI,América-RN,Marcelo Vilar,Roberto Fernandes,100000.0,500000.0,26.7,27.6,1,1,,,1,3.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,19:30:00,2ª Eliminatória,Jogo Único,Estádio Doutor Adhemar de Barros,,1310,20950.0,Ferroviária,Águia Negra,,,,,,,6,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-05-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Vianão,,1978,20120.0,Afogados,Atlético-MG,,,,,,,2,2,,,1,9.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,18:15:00,2ª Eliminatória,Jogo Único,Estádio Francisco Novelletto Neto,,501,10600.0,EC São José,Chapecoense,Everton Vanoni,Umberto Louzer,125000.0,3780000.0,27.8,25.3,0,0,,,1,5.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-03,20:30:00,2ª Eliminatória,Jogo Único,Estádio Moisés Lucarelli,,0,19728.0,Ponte Preta,Vila Nova FC,João Brigatti,Bolívar,6300000.0,200000.0,26.1,29.2,0,0,,,1,5.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-10-03,14:15:00,3ª Eliminatória ,Jogos De Ida,Estádio Olímpico Nilton Santos,,22833,46931.0,Botafogo,Paraná,Paulo Autuori,Allan Aal,12700000.0,3200000.0,24.3,24.8,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-11-03,18:15:00,3ª Eliminatória ,Jogos De Ida,Estádio Alfredo Jaconi ,,3433,23726.0,Juventude,América-RN,Marquinhos Santos,Roberto Fernandes,3980000.0,600000.0,30.1,29.0,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-11-03,18:15:00,3ª Eliminatória ,Jogos De Ida,Estádio Orlando Scarpelli,,8901,19908.0,Figueirense FC,Fluminense,Marcio Coelho,Odair Hellmann,4550000.0,25600000.0,28.4,28.6,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-11-03,18:15:00,3ª Eliminatória ,Jogos De Ida,Estádio Doutor Adhemar de Barros,,2799,20950.0,Ferroviária,América-MG,Sérgio Soares,Lisca,675000.0,2600000.0,30.2,26.4,0,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-11-03,20:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Governador Magalhães Pinto,,13118,57483.0,Cruzeiro,CRB,Adilson Batista,Marcelo Cabo,7000000.0,3850000.0,25.4,28.8,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-11-03,20:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Antonio Accioly,,4116,13000.0,Atlético-GO,EC São José,Eduardo Barroca,Everton Vanoni,8000000.0,125000.0,26.5,27.8,2,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-03,18:15:00,3ª Eliminatória ,Jogos De Ida,Estádio Governador Plácido Castelo,,17264,60326.0,Ceará SC,EC Vitória,Enderson Moreira,Geninho,9300000.0,2800000.0,30.3,25.2,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-03,18:15:00,3ª Eliminatória ,Jogos De Ida,Estádio Moisés Lucarelli,,3237,19728.0,Ponte Preta,Afogados,,,,,,,3,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-03,20:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Bento Mendes de Freitas,,2776,21000.0,Brasil Pelotas,Brusque,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-03,20:30:00,3ª Eliminatória ,Jogos De Ida,Estádio São Januário,,17970,24584.0,Vasco da Gama,Goiás,Abel Braga,Ney Franco,19100000.0,12480000.0,27.8,28.0,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-03,16:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Vianão,,0,1735.0,Afogados,Ponte Preta,,,,,,,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-03,19:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Raimundo Sampaio,,0,25000.0,América-MG,Ferroviária,Lisca,Dado Cavalcanti,4080000.0,900000.0,27.8,30.7,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-03,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Jornalista Mário Filho,,0,82238.0,Fluminense,Figueirense FC,Odair Hellmann,Marcio Coelho,20180000.0,2250000.0,26.6,29.4,3,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-03,16:00:00,3ª Eliminatória ,Jogos De Volta,Arena das Dunas,,0,30000.0,América-RN,Juventude,,,,,,,1,1,,,1,4.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-12-03,16:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Rei Pelé,,0,20000.0,CRB,Cruzeiro,Marcelo Cabo,Enderson Moreira,4630000.0,5150000.0,30.4,27.6,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-12-03,19:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Durival Britto e Silva,,0,20083.0,Paraná,Botafogo,Allan Aal,Paulo Autuori,2300000.0,10880000.0,25.4,26.4,1,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-03,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Manoel Barradas,,0,35632.0,EC Vitória,Ceará SC,Bruno Pivetti,Guto Ferreira,3130000.0,6600000.0,27.5,29.3,3,4,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-03,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Serra Dourada,,0,50049.0,Goiás,Vasco da Gama,Thiago Larghi,Ramon Menezes,9480000.0,18180000.0,28.9,27.0,1,2,,,1,3.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-12-03,19:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Augusto Bauer,,0,5000.0,Brusque,Brasil Pelotas,,,,,,,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-03,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Francisco Novelletto Neto,,0,10600.0,EC São José,Atlético-GO,Everton Vanoni,Vagner Mancini,125000.0,6150000.0,27.7,26.7,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-12-03,19:00:00,4ª Eliminatória ,Jogos De Volta,Estádio Rei Pelé,Felipe Fernandes,0,20000.0,CRB,Juventude,Marcelo Cabo,Pintado,4700000.0,3780000.0,30.1,29.0,1,0,1.0,0.0,0,,,4.0,4.0,26.0,21.0,20.0,22.0,1.0,2.0,0.0,0.0,15.0,4.0,7.0,3.0,mandante,3,0,1,0,0
2020,2020-12-03,21:30:00,4ª Eliminatória ,Jogos De Volta,Estádio Raimundo Sampaio,Dyorgines Jose Padovani,0,25000.0,América-MG,Ponte Preta,Lisca,João Brigatti,3080000.0,3680000.0,27.8,26.7,3,1,2.0,0.0,0,,,5.0,3.0,17.0,23.0,21.0,15.0,3.0,0.0,3.0,1.0,15.0,10.0,9.0,2.0,mandante,3,0,1,0,0
2020,2020-12-03,21:30:00,4ª Eliminatória ,Jogos De Volta,Estádio São Januário,,0,24584.0,Vasco da Gama,Botafogo,Ramon Menezes,Paulo Autuori,23800000.0,11000000.0,27.2,27.4,0,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-12-03,21:30:00,4ª Eliminatória ,Jogos De Volta,Estádio Governador Plácido Castelo,Denis Ribeiro Serafim,0,60326.0,Ceará SC,Brusque,,,,,,,5,1,1.0,1.0,0,,,6.0,3.0,13.0,8.0,8.0,13.0,1.0,6.0,0.0,0.0,22.0,9.0,3.0,4.0,mandante,3,0,1,0,0
